CCSS ID,Standard Group,Grade Group,Category ,OLO ID,OLO Description
9-10.W.HST.1.b,OLO ELA,High School,Writing Domain-Specific Argument,OLO.9.10.WDA.5,"Develop claim(s) and counterclaims fairly, supplying verifiable data and evidence for each."
9-10.W.HST.1.b,OLO ELA,High School,Writing Domain-Specific Argument,OLO.9.10.WDA.6,Establish the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form. 
9-10.W.HST.1.b,OLO ELA,High School,Writing Domain-Specific Argument,OLO.9.10.WDA.7,Anticipate the audience‰Ûªs knowledge level and concerns when developing claims and counterclaims in an argument.
9-10.W.HST.1.c,OLO ELA,High School,Writing Domain-Specific Argument,OLO.9.10.WDA.8,"Use words, phrases, and clauses to link the major sections of the text and create cohesion. "
9-10.W.HST.1.c,OLO ELA,High School,Writing Domain-Specific Argument,OLO.9.10.WDA.9,"Use words, phrases, and clauses to clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
9-10.W.HST.1.d,OLO ELA,High School,Writing General,OLO.9.10.WG.1,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.W.HST.1.e,OLO ELA,High School,Writing Domain-Specific Argument,OLO.9.10.WDA.10,Provide a concluding statement or section that follows from or supports the argument presented.
9-10.W.HST.2,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.1,"Write informative/explanatory texts, (e.g. the narration of historical events, the description of scientific procedures/ experiments, the design of technical processes)"
9-10.W.HST.2.a,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.2,"Introduce a topic in the disciplines of history, social studies, science, or technology."
9-10.W.HST.2.a,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.3,"Organize ideas, concepts, and information to make important connections and distinctions between them."
9-10.W.HST.2.a,OLO ELA,High School,Informative Text Features,OLO.9.10.ITF.3,"Include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
9-10.W.HST.2.b,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.4,"Develop a historic topic by selecting the most significant and relevant information such as dates, time periods, quotations from sources, and extended definitions."
9-10.W.HST.2.b,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.5,"Develop a scientific topic by selecting the most significant and relevant information from theories, discoveries, proofs, and observations."
9-10.W.HST.2.b,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.6,"Develop a technical topic by selecting the most significant and relevant information such as design methods, engineering solutions, and inventions."
9-10.W.HST.2.c,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.7,Use varied transitions to link the major sections of the text and create cohesion.
9-10.W.HST.2.c,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.8,Vary syntax to clarify relationships among ideas and a concepts.
9-10.W.HST.2.d,OLO ELA,High School,Domain-Specific Vocabulary,OLO.9.10.DV.1,Use precise language that makes a complex topic clear to the intended audience of a text.
9-10.W.HST.2.d,OLO ELA,High School,Domain-Specific Vocabulary,OLO.9.10.DV.2,Use domain-specific History & Social Studies Vocabulary that can accurately represent a complex topic in a certain discipline and context to the intended audience of a text.
9-10.W.HST.2.e,OLO ELA,High School,Writing General,OLO.9.10.WG.1,Establish and maintain a formal style and objective tone.
9-10.W.HST.2.e,OLO ELA,High School,Writing General,OLO.9.10.WG.1,"Maintain the norms and conventions of the discipline. (e.g. passive voice in science, dating and naming conventions in history)"
.9-10.W.HST.2.f,OLO ELA,High School,Writing Domain-Specific Information,OLO.9.10.WDI.9,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
9-10.W.HST.4,OLO ELA,High School,Writing General,OLO.9.10.WG.2,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
9-10.W.HST.5,OLO ELA,High School,Writing General,OLO.9.10.WG.3,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. "
9-10.W.HST.5,OLO ELA,High School,Writing General,OLO.9.10.WG.4,Strengthen writing by focusing on addressing what is most significant for a specific purpose and audience.
9-10.W.HST.6,OLO ELA,High School,Writing General,OLO.9.10.WG.5,"Use technology (e.g.localized computer files, online shared text editing) to produce, publish, and update individual or shared writing products."
9-10.W.HST.6,OLO ELA,High School,Research Projects,OLO.9.10.RP.1,"Display and link to other information through the use of technology. (e.g. documents, spreadsheets, files, online sources, and websites.)"
9-10.W.HST.7,OLO ELA,High School,Research Projects,OLO.9.10.RP.2,Conduct short as well as more sustained Research Projects projects to answer a question (including a self-generated question) or solve a problem.
9-10.W.HST.7,OLO ELA,High School,Research Projects,OLO.9.10.RP.3,Narrow or broaden the inquiry to best answer a question or solve a problem.
9-10.W.HST.7,OLO ELA,High School,Research Projects,OLO.9.10.RP.4,"Synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
9-10.W.HST.8,OLO ELA,High School,Research Projects,OLO.9.10.RP.5,Evaluate the authority and reliability of both print and digital sources.
9-10.W.HST.8,OLO ELA,High School,Research Projects,OLO.9.10.RP.6,Gather relevant information from multiple authoritative print and digital sources.
9-10.W.HST.8,OLO ELA,High School,Research Projects,OLO.9.10.RP.7,Assess the usefulness of each source in answering the Research Projects question.
9-10.W.HST.8,OLO ELA,High School,Research Projects,OLO.9.10.RP.8,Use advanced search terms and fields effectively to find relevant sources.
9-10.W.HST.8,OLO ELA,High School,Research Projects,OLO.9.10.RP.9,Integrate information into the text selectively to maintain the flow of ideas.
9-10.W.HST.8,OLO ELA,High School,Writing General,OLO.9.10.WG.6,Avoiding plagiarism and following a standard format for citation.
9-10.W.HST.9,OLO ELA,High School,Research Projects,OLO.9.10.RP.10,"Draw evidence from informational texts to support analysis, reflection, and Research Projects."
9-10.W.HST.10,OLO ELA,High School,Writing General,OLO.9.10.WG.7,"Write routinely over extended time frames (time for reflection and revision) for a range of discipline-specific tasks, purposes, and audiences."
9-10.W.HST.10,OLO ELA,High School,Writing General,OLO.9.10.WG.8,"Write routinely over shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
