CCSS ID,Standard Group,Grade Group,Category,OLO ID,OLO Description
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.3,"Explain the components of noun phrases. (e.g. articles, modifiers, nouns or pronouns)"
6.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.4,"Form and use pronouns in the proper case (subjective, objective, possessive)."
6.L.1.d,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.5,Recognize and correct pronoun/antecedent agreement.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.6,Identify prepositonal phrases as modifiers for either nouns or verbs.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.7,"Explain the components of prepositional phrases. (e.g. prepostions, articles, nouns)"
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.8,Identify noun phrases as objects in the predicate of sentences or in prepositional phrases.
,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.9,Identify noun phrases as complements in a sentence.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.10,Identify verb phrases as predicates of a sentence.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.11,"Explain the components of verb phrases. (e.g. verb forms, modifiers)"
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.12,Identify and form past and present participles of regular and irregular verbs.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.13,Use participles correctly in their function as adjectives.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.14,Identify and form gerunds.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.15,Use gerunds correctly in their function as nouns.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.16,Identify and form infinitives.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.17,Use infinitives correctly in their function as nouns or as modifiers.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.18,Form verbs in the active voice.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.19,Form verbs in the passive voice.
8.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.20,Determine when to use the active or passive voice in a sentence.
8.L.1.d,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.21,Correct shifts or misuses of verbs' voice in a text.
8.L.3.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.22,Use the active or passive voice for a particular effect. (e.g. passive voice for objectivity in informative writing)
8.L.1.c,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.23,"Identify the mood of a verb (e.g. indicative, imperative, interrogative, conditional, subjunctive)"
8.L.1.c,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.24,Form and use verbs in the conditional mood.
8.L.3.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.25,Use the conditional mood to indicate uncertainity or causality.
8.L.1.c,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.26,Form and use verbs in the subjunctive mood.
8.L.3.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.27,Use the subjunctive mood to indicate what is hypothetical or imaginary.
8.L.1.d,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.28,Correct shifts or misuses of verbs' mood in a text.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.29,Recognize that an independent clause has a both a subject and predicate.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.30,Identify a sentence as an example of an independent clause.
7.L.1.a,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.31,"Recognize that when a clause begins with a subordinating conjunction or relative pronoun, it is a dependent clause."
"7.L.1.b, 8.L.1.b",OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.32,"Vary sentence structure (e.g.simple, compound, complex, compound-complex) in order to express different relationships among ideas."
7.L.1.c,OLO.ELA,Middle,Grammar & Usage,OLO.GU.7.8.33,"Recognize and correct words, phrases, and clauses that are misplaced or dangling modifiers."
"7.RL.1, 8.RL.1",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.1,Cite several sources of literary textual evidence.
"7.RL.1, 8.RL.1",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.2,Cite textual evidence that strongly supports an analysis of explicit meaning in a literary text.
"7.RL.1, 8.RL.1",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.3,Cite textual evidence that supports inferences drawn from a literary text.
"7.RL.2, 8.RL.1",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.4,Determine a theme or central idea of a literary text.
"7.RL.2, 8.RL.2",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.5,Analyze the development of the theme or central idea over the course of a literary text.
8.RL.2,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.6,"Trace the relationship of the theme in a literary text to its characters, setting, and plot."
"7.RL.2, 8.RL.1",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.7,Provide an objective summary of a literary text.
7.RL.3,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.8,"Analyze how particular elements of a story or drama interact (e.g., how the setting shapes the characters)"
8.RL.3,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.9,Analyze how particular lines of dialogue propel the action of a story or drama forward in a series of episodes.
8.RL.3,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.10,Analyze how certain incidents or character responses propel the action of a drama or a story forward in a series of episodes.
8.RL.3,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.11,Analyze how certain incidents in a story or drama reveal traits of the characters and affect their decisions and responses.
8.RL.3,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.12,Analyze how particular lines of dialogue in a story or drama reveal traits of the characters and affect their decisions and responses.
"7.RL.4, 8.RL.4",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.13,"Analyze the pattern and impact of rhymes, meter, alliteration, and other sound repetions in a verse or stanza of a poem or line of a story or drama."
7.RL.5,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.14,"Analyze how poetic structure (e.g. lines, stanzas) and forms (e.g. sonnets, odes) contribute to a poem's meaning."
7.RL.5,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.15,"Analyze how dramatic structure (e.g. scenes, acts) and forms (e.g. soliloquy, prologue) contribute to a play's meaning."
"7.RL.5, 8.RL.5",OLO.ELA,Middle,Literary Text,OLO.LT.7.8.16,"Analyze how lines, stanzas, or poetic forms (e.g. sonnets, odes) fit into the overall structure of a poem."
8.RL.5,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.17,Compare and contrast the structure of two or more dramatic texts.
8.RL.5,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.18,Analyze how the differing structure of two or more dramatic texts contributes to their meaning and theme.
7.RL.6,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.19,Analyze how an author develops and contrasts the points of view of each different character and/or narrator in a text.
8.RL.6,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.20,Analyze how the use of dramatic irony leads to differences in the points of view of characters and audience members or readers.
8.RL.6,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.21,Analyze how dramatic irony creates such effects as suspense or humor.
7.RL.9,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.22,"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period."
7.RL.9,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.23,Analyze how authors of fiction use and/or alter historical events and accounts.
8.RL.9,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.24,"Analyze how a modern work of fiction draws on themes (eg. conflict of good and evil) that come from allusions to myths, traditional stories, and religious works such as the Bible."
8.RL.9,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.25,"Analyze how a modern work of fiction draws on patterns of events (e.g. hero's quest) that come from allusions to myths, traditional stories, and religious works such as the Bible."
8.RL.9,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.26,"Analyze how a modern work of fiction draws on character types (e.g. magical helper, villain)that come from allusions to myths, traditional stories, and religious works such as the Bible."
8.RL.9,OLO.ELA,Middle,Literary Text,OLO.LT.7.8.27,"Describe the way authors of modern texts allude to and reinterpret myths, traditional stories, and religous works."
7.L.2.a,OLO.ELA,Middle,Mechanics,OLO.M.7.8.1,Use a comma to separate coordinate adjectives
8.L.2.a,OLO.ELA,Middle,Mechanics,OLO.M.7.8.2,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
6.L.2.b,OLO.ELA,Middle,Mechanics,OLO.M.7.8.3,"Spell words, names, and domain-specific vocabulary correctly."
8.L.2.b,OLO.ELA,Middle,Mechanics,OLO.M.7.8.4,Use an ellipsis to indicate an omission.
"6.W.6, 7.W.6, 8.W.6",OLO.ELA,Middle,Research,OLO.R.7.8.1,"Use technology, including the Internet, to interact and collaborate with others in writing, researching, and presenting projects."
"6.W.7, 7.W.7, 8.W.7",OLO.ELA,Middle,Research,OLO.R.7.8.2,Undertake research projects to answer a questions about an assigned or selected text or topic.
"6.W.7, 7.W.7, 8.W.7",OLO.ELA,Middle,Research,OLO.R.7.8.3,Generate additional focused research questions for further investigation.
"6.W.7, 7.W.7, 8.W.7",OLO.ELA,Middle,Research,OLO.R.7.8.4,"Redirect the research based on different information and ideas from various sources. (e.g. recollected experience, print/digital, primary/secondary, document/media)"
"7.W.8, 8.W.8",OLO.ELA,Middle,Research,OLO.R.7.8.5,"Gather relevant information from multiple print sources. (e.g. periodicals, encyclopedias, maps, books)"
"7.W.8, 8.W.8",OLO.ELA,Middle,Research,OLO.R.7.8.6,Find online resources with effective key-word searches and other navigation tools.
"7.W.8, 8.W.8",OLO.ELA,Middle,Research,OLO.R.7.8.7,Assess the credibility of each source used as a reference or citation in writing.
"7.W.8, 8.W.8",OLO.ELA,Middle,Research,OLO.R.7.8.8,Quote or paraphrase other writer's data and conclusions without plagiarizing the sources of reference.
"7.W.8, 8.W.8",OLO.ELA,Middle,Research,OLO.R.7.8.9,"Provide basic bibliographic information for sources of data, information, and other reference."
"7.W.8, 8.W.8",OLO.ELA,Middle,Research,OLO.R.7.8.10,"Follow consistent recognized conventions to provide basic bibliographic information for sources of data, information, and other references."
"7.W.9, 8.W.9",OLO.ELA,Middle,Research,OLO.R.7.8.11,"Draw evidence from literary texts to support analysis, reflection, and research."
"7.W.9, 8.W.9",OLO.ELA,Middle,Research,OLO.R.7.8.12,"Draw evidence from expository texts to support analysis, reflection, and research."
"7.W.10, 8.W.10",OLO.ELA,Middle,Research,OLO.R.7.8.13,"Write routinely over extended time frames (time for research, reflection, and revision) for a range of discipline-specific tasks, purposes, and audiences."
"7.W.10, 8.W.10",OLO.ELA,Middle,Research,OLO.R.7.8.14,"Write routinely over shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
"7.RL.7, 8.RL.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.1,"Compare and contrast a written story, drama, or poem to the sound effects and techniques used in its audio version."
"7.RL.7, 8.RL.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.2,"Compare and contrast a written story, drama, or poem to the effects of techniques used in its filmed version. (e.g. lighting, camera angles)"
"7.RL.7, 8.RL.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.3,Compare and contrast a written story or drama to its staged or multimedia version.
8.RL.7,OLO.ELA,Middle,Text Features,OLO.TF.7.8.4,Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script.
8.RL.7,OLO.ELA,Middle,Text Features,OLO.TF.7.8.5,Evaluate the choices made by the director or actors as they realize or depart from the purpose of an author of a story or drama.
"6.RI.7, 7.RI.7, 8.RI.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.6,"Interpret information in different media and formats. (e.g. quantitative charts and graphs, visual diagrams and maps, textual description and defintion)."
"7.RI.7, 8.RI.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.7,"Compare and contrast versions of a text in different media (e.g. audio, video, multimedia)."
"7.RI.7, 8.RI.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.8,"Analyze how each medium’s portrayal impacts an understanding of the subject as a whole (e.g., how the delivery of a speech affects the impact of the words)."
"7.RI.7, 8.RI.7",OLO.ELA,Middle,Text Features,OLO.TF.7.8.9,"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea."
"6.RL.4, 7.RL.4, 8.RL.4",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.1,Determine and distinguish the denotative and connotative meanings of words and phrases as they are used in a literary text.
"7.RL.4, 8.RL.4",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.2,Determine the meanings of figurative language as it is used in a literary text.
8.RL.4,OLO.ELA,Middle,Vocabulary,OLO.V.7.8.3,Analyze how allusions to and analogies from other texts impact the meaning and tone of a literary text.
8.RL.4,OLO.ELA,Middle,Vocabulary,OLO.V.7.8.4,Analyze the impact of a specific word choice on the tone of a literary text.
"7.RI.4, 8.RI.4",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.5,"Determine the meaning of domain specific words and phrases (e.g. scientific names, technical terms, historical periods) found in expository texts."
"6.RI.4, 7.RI.4, 8.RI.4",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.6,Distinguish between the denotation and connotation of the meaning for a word or phrase in an expository text.
"6.RI.4, 7.RI.4, 8.RI.4",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.7,Determine the denotation and connotation for words and phrases found in an expository text.
"6.RI.4, 7.RI.4, 8.RI.4",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.8,Determine and interpret the meaning of figurative language found in an expository text.
7.L.3.a,OLO.ELA,Middle,Vocabulary,OLO.V.7.8.9,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*"
"7.L.4.a, 8.L.4.a",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.10,"Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
"7.L.4.b, 8.L.4.b",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.11,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."
"7.L.4.c, 8.L.4.c",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.12,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
"6.L.4.d, 7.L.4.d, 8.L.4.d",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.13,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
7.L.5.a,OLO.ELA,Middle,Vocabulary,OLO.V.7.8.14,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
8.L.5.a,OLO.ELA,Middle,Vocabulary,OLO.V.7.8.15,"Interpret figures of speech (e.g. verbal irony, puns) in context."
"7.L.5.b, 8.L.5.b",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.16,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
"6.L.5.c, 7.L.5.c, 8.L.5.c",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.17,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., stingy, scrimping, economical, unwasteful, thrifty)."
"6.L.6, 7.L.6, 8.L.6",OLO.ELA,Middle,Vocabulary,OLO.V.7.8.18,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
"7.W.1, 8.W.1",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.1,Form and write an argument that expresses an opinon about a specific topic or text.
"7.W.1, 8.W.1",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.2,Make claims that advance an argument and support them with reasons and evdience.
"6.W.1.a, 7.W.1.a, 8.1.W.a",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.3,Introduce claim(s) about the argument and logically organize the reasons and evidence that support them.
"6.W.1.a, 7.W.1.a, 8.1.W.a",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.4,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."
"6.W.1.b, 7.W.1.b, 8.W.1.b",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.5,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources."
"6.W.1.b, 7.W.1.b, 8.W.1.b",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.6,Demonstrate an understanding of the topic or text about which claims are made.
"6.W.1.c, 7.W.1.c, 8.W.1.c",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.7,"Use words, phrases, and clauses to clarify the relationships among the argumentative claim(s) and reasons."
8.W.1.c,OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.8,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
"6.W.1.d, 7.W.1.d, 8.W.1.d",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.9,"Establish and maintain a formal style when writing the argument, claims, and support."
"6.W.1.e, 7.W.1.e, 8.W.1.e",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.10,Provide a concluding statement or section that follows from the argument presented.
"7.W.1.e, 8.W.1.e",OLO.ELA,Middle,Writing Argumentative,OLO.WA.7.8.11,Provide a concluding statement or section that offers a final strong support of the argument presented.
"6.W.2, 7.W.2, 8.W.2",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.1,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
"6.W.2, 7.W.2, 8.W.2",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.2,"Examine a topic and convey ideas, concepts, and information that explains the topic."
"6.W.2, 7.W.2, 8.W.2",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.3,"Select, organize, and analyze informational content relevant to the topic of the expository writing."
"6.W.2.a, 7.W.2.a, 8.W.2.a",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.4,"Introduce a topic by defining, classifying, measuring, or otherwise specifying it for the reader."
"6.W.2.a, 7.W.2.a, 8.W.2.a",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.5,"Organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect."
"6.W.2.a, 7.W.2.a, 8.W.2.a",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.6,"Include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension of the topic."
"6.W.2.b, 7.W.2.b, 8.W.2.b",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.7,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
"6.W.2.c, 7.W.2.c, 8.W.2.c",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.8,Use appropriate transitions to clarify the relationships among ideas and concepts in the expository text about the topic.
"6.W.2.d, 7.W.2.d, 8.W.2.d",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.9,Use precise language to inform about or explain the topic of the expository writing.
"6.W.2.d, 7.W.2.d, 8.W.2.d",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.10,Use domain-specific vocabulary to inform about or explain the topic of the expository writing.
"6.W.2.e, 7.W.2.e, 8.W.2.e",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.11,"Establish and maintain a formal style in introducing, developing, and explaining the topic."
"6.W.2.f, 7.W.2.f, 8.W.2.f",OLO.ELA,Middle,Writing Informative,OLO.WI.7.8.12,Provide a concluding statement or section that follows from the information or explanation presented.
"6.W.3, 7.W.3, 8.W.3",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.1,Write narratives to develop a sequence of real or imagined experiences or events.
"6.W.3, 7.W.3, 8.W.3",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.2,"Use effective technique, relevant descriptive details, and well-structured event sequences."
"6.W.3.a, 7.W.3.a, 8.W.3.A",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.3,Engage and orient the reader by establishing a context for the narrative and introducing a narrator and/or characters.
"6.W.3.a, 7.W.3.a, 8.W.3.A",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.4,Organize an event sequence that unfolds naturally and logically
"6.W.3.b, 7.W.3.b, 8.W.3.b",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.5,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences and events"
"6.W.3.b, 7.W.3.b, 8.W.3.b",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.6,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and characters."
"6.W.3.c, 7.W.3.c, 8.W.3.c",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.7,"Use a variety of transition words, phrases, and clauses to convey the narrative sequence and signal shifts from one time frame or setting to another."
"6.W.3.d, 7.W.3.d, 8.W.3.d",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.8,Use precise words and phrases to convey experiences and events that form the sequence of the narrative.
"6.W.3.d, 7.W.3.d, 8.W.3.d",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.9,Use relevant descriptive details to convey experiences and events that form the sequence of a narrative.
"6.W.3.d, 7.W.3.d, 8.W.3.d",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.10,Use sensory language to convey experiences and events that form the sequence of a narrative.
"6.W.3.e, 7.W.3.e, 8.W.3.e",OLO.ELA,Middle,Writing Narrative,OLO.WN.7.8.11,Provide a conclusion that follows from and reflects on the narrated experiences or events.
"7.W.4, 8.W.4",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.1,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task of narrative, argumentative, or expository writing."
"7.W.4, 8.W.4",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.2,"Produce clear and coherent writing in which the development, organization, and style are appropriate to the purpose of entertaining, informing, persuading, or explaining."
"7.W.4, 8.W.4",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.3,"Produce clear and coherent writing in which the development, organization, and style are appropriate to the audience."
"6.W.5, 7.W.5, 8.W.5",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.4,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning."
"6.W.5, 7.W.5, 8.W.5",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by revising to improve logical structure and overall organization."
"6.W.5, 7.W.5, 8.W.5",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.6,"With some guidance and support from peers and adults, develop and strengthen writing as needed by editing to correct errors in conventions, usage, and style."
"6.W.5, 7.W.5, 8.W.5",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.7,"With some guidance and support from peers and adults, develop and strengthen writing as needed by revising or trying a new approach"
"6.W.6, 7.W.6, 8.W.6",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.8,"Use technology that formats writing with indentation, line spacing, pagination, and other styles suitable to the text type and purpose."
"6.W.6, 7.W.6, 8.W.6",OLO.ELA,Middle,Writing Process,OLO.WP.7.8.9,"Use technology to publish, share, and reproduce texts complete with illustrations, graphics, and other media."
